RA,Fase,Turma,Nome,Ano nasc,Idade 22,Genero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO,Atingiu_PV
RA-734,0,J,Aluno-734,2012,10,Menina,2022,Escola Pública,,,AGATA,6.952,"505,000",145,9,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.5,7.2,5.6,Sem limitações,7.3,"8,0","6,5",,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-735,0,J,Aluno-735,2012,10,Menina,2021,Escola Pública,,Ametista,AMETISTA,7.485,"316,000",92,4,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.0,5.6,Sem limitações,7.3,"7,8","6,7",,Não,8.583,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-736,0,J,Aluno-736,2012,10,Menino,2022,Escola Pública,,,AGATA,6.707,"589,000",162,12,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.5,5.6,Sem limitações,5.4,"4,7","6,2",,Não,7.0,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-737,0,J,Aluno-737,2013,9,Menina,2022,Escola Pública,,,AMETISTA,8.058,"131,000",37,1,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.5,9.2,5.6,Sem limitações,9.0,"8,5","9,5",,Não,9.167,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-738,0,J,Aluno-738,2014,8,Menina,2022,Escola Pública,,,AMETISTA,7.227,"417,000",124,6,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.1,5.6,Sem limitações,5.7,"7,7","3,7",,Não,7.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-739,0,J,Aluno-739,2014,8,Menino,2022,Escola Pública,,,AGATA,6.82,"549,000",156,11,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,6.4,7.3,5.6,Sem limitações,5.9,"6,0","5,8",,Não,7.083,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-740,0,J,Aluno-740,2013,9,Menina,2022,Escola Pública,,,AMETISTA,7.218,"420,000",125,7,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.0,5.6,Sem limitações,7.2,"7,3","7,0",,Não,7.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-741,0,J,Aluno-741,2012,10,Menina,2022,Escola Pública,,,AGATA,6.896,"526,000",150,10,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.4,5.6,Sem limitações,6.3,"7,3","5,2",,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-742,0,J,Aluno-742,2013,9,Menina,2022,Escola Pública,,,AMETISTA,7.097,"456,000",132,8,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.7,5.0,Sem limitações,7.3,"8,3","6,2",,Não,7.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-743,0,J,Aluno-743,2013,9,Menina,2022,Escola Pública,,,AGATA,6.672,"597,000",164,14,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,5.6,Sem limitações,4.8,"4,8","4,8",,Não,7.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-744,0,J,Aluno-744,2014,8,Menina,2022,Escola Pública,,,AMETISTA,7.742,"220,000",58,2,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.7,5.6,Sem limitações,6.2,"6,0","6,3",,Não,7.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-745,0,J,Aluno-745,2013,9,Menino,2021,Rede Decisão,,Topázio,AMETISTA,7.382,"367,000",111,5,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,8.5,5.6,Sem limitações,8.1,"8,5","7,7",,Não,7.75,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-746,0,J,Aluno-746,2014,8,Menino,2022,Escola Pública,,,AMETISTA,7.656,"253,000",70,3,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,9.1,5.6,Sem limitações,7.2,"7,7","6,7",,Não,7.417,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-747,0,K,Aluno-747,2011,11,Menina,2022,Escola Pública,,,AMETISTA,7.676,"245,000",66,6,2,Avaliador-11,Mantido na Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.6,7.5,Não atendido,8.8,"8,2","9,4",,Sim,7.917,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-748,0,K,Aluno-748,2013,9,Menino,2022,Escola Pública,,,TOPAZIO,8.084,"122,000",34,5,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.0,7.5,Não atendido,9.1,"9,6","8,6",,Sim,8.25,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-749,0,K,Aluno-749,2013,9,Menino,2022,Escola Pública,,,AMETISTA,7.484,"318,000",94,7,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.7,7.5,Não atendido,8.8,"9,5","8,1",,Não,7.25,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-750,0,K,Aluno-750,2012,10,Menino,2019,Escola Pública,Ágata,Ágata,AGATA,6.344,"670,000",173,10,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.9,4.4,Não indicado,6.8,"7,1","6,4",,Não,5.167,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-751,0,K,Aluno-751,2011,11,Menino,2022,Escola Pública,,,QUARTZO,5.246,"808,000",187,11,2,Avaliador-11,Não avaliado,Avaliador-3,Não avaliado,,Não avaliado,,,8.5,5.8,7.5,Não atendido,3.8,"2,7","4,9",,Não,6.167,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-752,0,K,Aluno-752,2011,11,Menina,2022,Escola Pública,,,TOPAZIO,8.197,"86,000",22,4,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.0,7.5,Não atendido,9.5,"9,6","9,4",,Sim,8.417,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-753,0,K,Aluno-753,2014,8,Menina,2022,Escola Pública,,,TOPAZIO,8.481,"37,000",8,2,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.6,7.5,Não atendido,9.1,"9,4","8,8",,Sim,8.417,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-754,0,K,Aluno-754,2013,9,Menino,2022,Escola Pública,,,AGATA,6.602,"626,000",169,9,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,5.8,4.4,Não indicado,7.9,"7,8","8,1",,Não,6.917,5.0,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-755,0,K,Aluno-755,2014,8,Menino,2022,Escola Pública,,,TOPAZIO,8.566,"29,000",4,1,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.2,6.9,Não atendido,9.5,"9,8","9,3",,Sim,8.083,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-756,0,K,Aluno-756,2013,9,Menino,2022,Escola Pública,,,AGATA,6.976,"495,000",142,8,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,7.5,Não atendido,5.7,"5,6","5,8",,Não,7.25,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-757,0,K,Aluno-757,2013,9,Menina,2022,Escola Pública,,,TOPAZIO,8.26,"71,000",18,3,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.3,7.5,Não atendido,9.7,"9,9","9,6",,Sim,8.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-758,0,L,Aluno-758,2013,9,Menino,2022,Escola Pública,,,AMETISTA,7.911,"166,000",45,5,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.1,7.5,Não atendido,8.1,"8,0","8,2",,Não,8.333,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-759,0,L,Aluno-759,2012,10,Menina,2021,Escola Pública,,Ágata,AMETISTA,7.563,"288,000",81,7,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.6,7.5,Não atendido,7.5,"8,3","6,7",,Não,7.833,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-760,0,L,Aluno-760,2011,11,Menino,2021,Escola Pública,,Ametista,TOPAZIO,8.172,"94,000",25,2,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.2,7.5,Não atendido,8.8,"9,3","8,2",,Não,8.917,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-761,0,L,Aluno-761,2013,9,Menino,2022,Escola Pública,,,TOPAZIO,8.06,"130,000",36,3,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.4,7.5,Não atendido,8.2,"8,8","7,5",,Não,8.25,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-762,0,L,Aluno-762,2010,12,Menino,2022,Escola Pública,,,AMETISTA,7.28,"402,000",118,10,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.7,7.5,Não atendido,6.7,"7,3","6,0",,Não,7.083,2.5,Fase 3 (7º e 8º ano),-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-763,0,L,Aluno-763,2012,10,Menina,2021,Escola Pública,,Ágata,AMETISTA,7.402,"361,000",109,9,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.7,7.5,Não atendido,6.5,"6,3","6,7",,Não,7.167,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-764,0,L,Aluno-764,2014,8,Menino,2022,Escola Pública,,,AMETISTA,8.004,"141,000",38,4,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.8,7.5,Não atendido,7.5,"7,2","7,8",,Não,7.667,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-765,0,L,Aluno-765,2013,9,Menino,2022,Escola Pública,,,AGATA,6.902,"523,000",149,11,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.3,7.5,Não atendido,4.3,"5,0","3,7",,Não,7.417,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-766,0,L,Aluno-766,2011,11,Menina,2020,Escola Pública,Ametista,Ametista,TOPAZIO,8.185,"88,000",23,1,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.5,7.5,Não atendido,8.7,"8,5","8,8",,Não,8.333,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-767,0,L,Aluno-767,2012,10,Menino,2021,Escola Pública,,Ametista,AMETISTA,7.511,"304,000",87,8,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.0,7.5,Não atendido,7.0,"7,3","6,7",,Não,7.583,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-768,0,L,Aluno-768,2012,10,Menina,2021,Escola Pública,,Ametista,AMETISTA,7.646,"255,000",71,6,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,10.0,7.5,Não atendido,7.1,"7,0","7,2",,Não,7.583,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-769,0,M,Aluno-769,2013,9,Menina,2022,Escola Pública,,,AMETISTA,7.598,"272,000",76,3,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.5,7.5,Não avaliado,7.9,"9,6","6,2",,Sim,8.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-770,0,M,Aluno-770,2015,7,Menino,2022,Escola Pública,,,TOPAZIO,8.143,"101,000",28,1,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.9,7.5,Não avaliado,8.3,"8,5","8,1",,Não,7.333,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-771,0,M,Aluno-771,2015,7,Menina,2022,Escola Pública,,,AMETISTA,7.873,"179,000",49,2,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.3,7.5,Não avaliado,7.0,"7,2","6,9",,Não,7.5,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-772,0,M,Aluno-772,2011,11,Menino,2021,Escola Pública,,Quartzo,AGATA,6.994,"490,000",139,5,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,5.4,7.5,Não avaliado,9.2,"9,3","9,2",,Não,7.25,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-773,0,M,Aluno-773,2013,9,Menina,2022,Escola Pública,,,AGATA,6.922,"520,000",147,6,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.8,5.0,Não indicado,8.1,"9,3","6,8",,Não,7.083,5.0,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-774,0,M,Aluno-774,2014,8,Menina,2022,Escola Pública,,,AMETISTA,7.587,"280,000",78,4,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.8,7.5,Não avaliado,6.1,"7,8","4,4",,Não,7.417,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-775,0,N,Aluno-775,2012,10,Menino,2021,Escola Pública,,Ágata,QUARTZO,5.79,"751,000",182,7,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.9,5.7,4.4,Não indicado,5.7,"5,5","5,8",,Não,6.417,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-776,0,N,Aluno-776,2013,9,Menina,2022,Escola Pública,,,QUARTZO,3.898,"856,000",190,9,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,0.0,4.3,4.4,Requer avaliação,1.7,"0,0","3,3",,Não,6.333,5.0,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-777,0,N,Aluno-777,2014,8,Menino,2022,Escola Pública,,,AMETISTA,7.096,"457,000",133,4,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,7.7,7.5,Não atendido,5.3,"6,5","4,0",,Não,7.0,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-778,0,N,Aluno-778,2013,9,Menina,2021,Escola Pública,,Topázio,AMETISTA,7.432,"342,000",100,3,2,Avaliador-13,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.7,7.5,Não atendido,7.1,"6,0","8,2",,Não,8.833,5.0,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-779,0,N,Aluno-779,2012,10,Menino,2022,Escola Pública,,,QUARTZO,5.702,"760,000",183,8,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,5.0,7.5,Não atendido,2.6,"2,2","3,0",,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-780,0,N,Aluno-780,2013,9,Menina,2022,Escola Pública,,,AGATA,6.955,"502,000",143,6,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,7.6,7.5,Não atendido,6.9,"6,3","7,5",,Não,7.167,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-781,0,N,Aluno-781,2013,9,Menina,2021,Escola Pública,,Topázio,AMETISTA,7.786,"205,000",54,1,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.9,7.5,Não atendido,8.3,"8,0","8,5",,Não,7.75,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-782,0,N,Aluno-782,2014,8,Menino,2022,Escola Pública,,,AMETISTA,7.485,"317,000",93,2,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.4,7.5,Não atendido,6.0,"5,7","6,3",,Não,7.0,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-783,0,N,Aluno-783,2014,8,Menino,2021,Escola Pública,,Ametista,AGATA,6.996,"487,000",138,5,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,5.8,7.5,Não atendido,6.0,"4,7","7,3",,Não,6.917,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
